exception_type,entity_type,entity_id,discrepancy_amount,severity,reason
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1068,17225.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1069,18540.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1070,49495.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1071,9839.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1072,753.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1073,9010.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1074,1804.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1075,111.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1076,19895.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1077,14742.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1078,1056.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1079,2888.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1080,875.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1081,1802.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1082,3706.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1083,33065.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1084,9142.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1085,5753.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1086,14298.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1087,11882.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1088,14142.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1089,26916.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1090,459.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1091,1596.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1092,1022.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1093,1841.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1094,1901.0,HIGH,Settlement reference unavailable after expected T+2 window.
MISSING_SETTLEMENT,PAYMENT,pay_NSR_1095,25610.0,HIGH,Settlement reference unavailable after expected T+2 window.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1046,18083.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1047,12033.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1048,147141.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1049,346.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1050,1090.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1051,39414.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1052,10988.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1053,52170.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1054,476.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1055,250.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1056,39912.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1057,9395.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1058,48103.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1059,10671.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1060,104.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1061,689.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1062,10668.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1063,559.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1064,1722.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DELAYED_SETTLEMENT,SETTLEMENT,setl_2026_08_1065,1509.0,MEDIUM,Gateway settlement batch delayed due to bank clearing holiday.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1067,180.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1069,1479.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1071,1647.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1073,1297.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1075,781.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1077,1113.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1079,615.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1081,50276.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1083,16484.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1085,1529.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1087,1227.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1089,5849.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1091,15614.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1093,1326.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1095,15596.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1097,18044.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1099,19807.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1101,883.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1103,44984.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1105,91548.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1107,1963.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1109,84808.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1111,771.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1113,239.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1115,16220.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1117,712.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
INVOICE_MISMATCH,INVOICE,INV-2026-1151,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1119,981.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
INVOICE_MISMATCH,INVOICE,INV-2026-1152,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1121,1347.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
INVOICE_MISMATCH,INVOICE,INV-2026-1153,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1123,1043.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
INVOICE_MISMATCH,INVOICE,INV-2026-1154,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
DUPLICATE_SETTLEMENT,SETTLEMENT,setl_2026_08_1125,64407.0,CRITICAL,Duplicate bank payout advice recorded referencing same UTR and payment ID.
INVOICE_MISMATCH,INVOICE,INV-2026-1155,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1156,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1157,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1158,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1159,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1160,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1161,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1162,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1163,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1164,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,INVOICE,INV-2026-1165,450.0,MEDIUM,Vendor tax invoice amount discrepancy vs linked order PO.
INVOICE_MISMATCH,PAYMENT,pay_NSR_1156,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1157,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1158,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1159,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1160,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1161,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1162,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1163,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1164,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
INVOICE_MISMATCH,PAYMENT,pay_NSR_1165,0.0,LOW,"Imported order ID had formatting variation; matched using amount, customer email, and timestamp."
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1491,638.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1492,18579.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1493,1853.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1494,19660.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1495,7050.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1496,5619.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1497,364.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1498,5235.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1499,1102.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1500,849.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1501,1985.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1502,25240.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1503,15629.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1504,19334.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1505,541.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1506,888.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1507,1379.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1508,315.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1509,15994.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1510,18537.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1511,133067.0,CRITICAL,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1512,47023.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1513,9887.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1514,10325.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1515,169.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1516,1922.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1517,743.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1518,53506.0,CRITICAL,Gateway capture exists with no corresponding ERP order record.
